-459,-935,-1207,-1402,-1465,-1478,-1480,-1318,-1055,-750,-183,141,112,195,241,168,120,68,97,300
462,414,354,415,473,514,536,639,591,600,855,864,406,142,155,265,274,-129,-425,-501
-603,-417,-157,-121,-164,-209,-374,-439,-397,-282,-297,-432,-343,-155,0,62,38,-124,-291,-512
-774,-841,-983,-1018,-810,-578,-357,-72,361,641,660,779,1163,1376,1395,1353,1226,1039,775,503
343,131,-138,-301,-356,-280,-162,-198,-134,78,136,299,732,1084,1074,833,653,481,144,-54
-141,-401,-610,-596,-525,-476,-478,-617,-805,-826,-771,-881,-1143,-1247,-1074,-785,-461,-210,-67,53
187,431,740,986,1087,1095,1031,892,767,795,841,711,545,415,298,100,7,151,316,377
374,340,212,153,84,-128,-373,-417,-275,-62,114,168,135,115,131,97,-148,-358,-416,-534
-709,-732,-732,-855,-979,-1137,-1311,-1190,-861,-762,-706,-431,-49,327,645,751,650,602,709,848
886,716,492,373,272,78,-181,-377,-423,-383,-287,-255,-242,-131,-66,-117,-136,-128,-145,-90
-35,-39,-34,24,57,89,65,-145,-261,-94,81,243,403,390,178,5,-81,-186,-369,-435
-481,-594,-548,-448,-443,-434,-478,-550,-466,-328,-264,-197,-5,166,287,447,555,604,597,578
597,671,699,712,718,603,444,342,221,44,-46,19,88,94,73,4,-114,-120,-36,-88
-165,-163,-193,-177,-141,-155,-122,-62,-50,-112,-206,-240,-206,-143,-98,-48,68,184,323,396
251,23,-156,-307,-335,-344,-460,-564,-572,-569,-447,-320,-319,-224,-91,-87,-104,-51,61,203
334,400,412,370,253,209,204,163,176,221,216,210,266,253,161,96,90,67,-8,-74
-102,-76,-5,-45,-71,-61,-144,-225,-279,-313,-319,-284,-170,-106,-96,-33,-20,-53,-153,-301
-380,-411,-406,-381,-296,-133,-55,-31,34,95,111,153,292,377,362,364,386,454,563,663
737,789,810,802,702,446,154,-73,-241,-343,-408,-520,-646,-760,-904,-1061,-1182,-1182,-1070,-957
-814,-731,-737,-595,-386,-144,165,362,397,299,189,92,18,95,168,117,137,128,87,48
-30,-78,-161,-205,-170,-104,4,115,236,408,559,559,620,821,976,1082,960,593,225,-51
-255,-582,-901,-1038,-1044,-978,-812,-615,-345,-121,-52,19,216,425,456,387,203,-93,-360,-639
-866,-934,-1004,-991,-711,-305,78,274,580,1089,1173,914,870,963,935,812,611,345,305,361
225,111,122,200,206,160,227,228,153,193,229,214,390,633,815,732,524,369,254,93
-93,-380,-573,-578,-677,-880,-920,-696,-480,-354,-225,-1,332,404,392,481,507,625,651,503
339,160,16,-154,-336,-462,-652,-817,-682,-407,-123,391,986,1240,1261,1131,908,731,627,482
312,270,375,301,143,104,-15,-155,-97,-44,-95,-270,-477,-569,-541,-481,-449,-427,-336,-248
-273,-469,-676,-687,-430,-200,-92,118,408,563,508,310,55,-169,-374,-568,-612,-435,-234,-106
47,-21,22,356,421,181,-73,-289,-382,-453,-544,-644,-668,-422,-118,-56,-28,-26,-33,-24
-159,-285,-199,-76,-94,-168,-184,-154,-121,-164,-75,127,242,302,299,145,84,100,159,206
116,64,82,-16,-320,-521,-531,-394,10,317,398,484,533,484,468,457,339,182,68,-7
-91,-141,-142,-106,-69,-83,-108,-193,-239,-216,-214,-155,-43,63,150,200,159,122,150,251
277,235,187,196,266,274,288,272,244,281,266,161,81,52,20,-46,-100,-79,-44,-17
19,70,193,312,352,357,266,293,378,375,295,218,246,280,202,96,-26,-81,-29,-73
-171,-190,-238,-303,-301,-331,-375,-401,-485,-624,-800,-855,-648,-333,-108,-33,-107,-147,-143,-210
-333,-377,-307,-223,-208,-247,-250,-225,-187,-94,-85,-126,-101,4,83,63,51,74,146,249
234,53,-125,-181,-166,-161,-77,103,233,284,329,357,302,133,-11,-85,-128,-166,-189,-197
-239,-241,-202,-167,-128,-43,37,72,67,41,0,-49,-132,-246,-272,-244,-152,3,41,4
-27,-20,-33,-107,-127,-93,-77,28,138,111,56,27,13,78,183,194,159,249,324,398
484,499,527,637,686,610,536,533,535,517,591,660,578,457,210,-73,-282,-443,-549,-706
-874,-963,-935,-901,-984,-1073,-1090,-1094,-1070,-865,-462,-11,421,656,582,489,393,301,404,616
739,617,398,342,286,108,-27,-25,11,-28,-199,-212,24,131,210,304,351,353,328,295
-26,-555,-896,-1033,-1006,-831,-748,-624,-394,-213,-55,2,-55,-2,220,322,220,72,-20,-221
-526,-749,-963,-1222,-1254,-1139,-936,-702,-610,-486,-129,154,334,669,969,1000,982,1257,1465,1221
927,1102,1120,777,651,541,324,223,296,359,243,112,104,25,-70,1,152,170,147,69
-78,-258,-544,-770,-876,-949,-974,-956,-1041,-982,-755,-418,-51,91,120,237,351,416,496,614
783,853,888,925,719,485,493,542,585,624,627,614,487,286,250,149,-115,-132,47,234
416,589,686,776,819,779,596,456,346,139,110,190,37,-142,-123,-140,-289,-354,-351,-371
-290,-309,-504,-615,-637,-697,-761,-748,-778,-880,-834,-579,-259,71,261,336,418,443,419,487
575,558,485,471,421,341,273,166,53,-21,-55,-147,-149,-130,-273,-541,-890,-1218,-1426,-1513
-1472,-1360,-1240,-1055,-737,-302,45,207,320,455,525,568,719,785,614,516,600,553,415,320
227,118,-39,-164,-277,-432,-628,-691,-678,-764,-775,-628,-431,-274,-206,-123,-8,9,64,180
265,296,268,277,364,416,332,237,240,187,98,83,46,-3,35,93,87,111,82,-17
-113,-112,-107,-262,-352,-284,-224,-189,-94,48,135,214,221,167,190,213,211,280,378,418
419,480,544,493,383,296,144,-31,-186,-226,-202,-208,-168,-60,76,125,69,47,43,32
36,38,36,43,41,19,16,63,92,63,46,9,-60,-48,8,-53,-131,-177,-206,-133
-16,80,144,147,117,87,-11,-156,-260,-305,-290,-286,-239,-118,-50,-13,14,-4,34,113
42,-79,-83,-45,-24,35,74,120,205,171,0,-80,-81,-109,-126,-119,-148,-166,-191,-189
-139,-119,-202,-246,-195,-237,-328,-364,-359,-286,-185,-123,-163,-285,-295,-217,-187,-232,-330,-367
-299,-212,-128,-50,19,43,44,-24,-192,-315,-306,-271,-228,-117,-20,37,174,311,324,250
181,118,62,87,125,234,433,580,620,654,735,708,605,551,431,224,-25,-260,-428,-541
-597,-590,-554,-573,-631,-669,-743,-826,-825,-795,-842,-837,-683,-470,-266,-46,173,327,432,543
593,562,477,599,996,1066,828,752,712,643,641,607,563,700,1005,1134,921,510,225,-29
-299,-552,-889,-1084,-1227,-1494,-1496,-1374,-1310,-1077,-705,-316,116,467,675,679,558,539,523,391
174,-101,-286,-363,-401,-470,-418,-297,-225,-44,62,36,136,297,386,445,485,473,345,164
141,187,227,275,338,479,653,717,787,998,996,776,839,678,278,207,320,352,167,-199
-534,-801,-966,-1079,-1300,-1510,-1586,-1621,-1628,-1598,-1482,-1216,-977,-687,-257,46,142,311,611,909
1152,1282,1292,1247,1143,980,892,843,818,734,649,567,397,278,259,317,392,409,487,659
685,471,192,-56,-258,-224,-190,-178,-101,-159,-216,-119,-86,-158,-233,-339,-419,-455,-343,-147
-45,59,90,-152,-316,-369,-497,-490,-467,-547,-517,-384,-290,-118,80,211,303,220,141,133
10,-31,164,413,565,630,608,577,494,315,124,-45,-242,-384,-416,-513,-559,-640,-705,-553
-419,-404,-446,-467,-372,-173,52,264,443,480,418,370,229,134,64,-59,44,147,175,162
91,116,109,167,277,289,143,-97,-267,-361,-400,-414,-438,-374,-265,-109,101,213,152,40
124,223,152,105,136,266,380,322,200,74,-29,-142,-227,-224,-299,-360,-294,-256,-352,-441
-339,-240,-196,-189,-288,-342,-270,-163,-31,99,208,179,91,85,99,92,40,58,150,191
250,266,263,267,244,204,139,23,-165,-308,-337,-315,-258,-160,-78,5,-27,-37,28,52
22,78,172,231,313,312,207,113,68,22,-44,-49,-17,-92,-146,-153,-214,-255,-243,-237
-272,-318,-359,-363,-306,-237,-133,22,129,133,123,158,101,-6,-35,9,93,173,222,269
284,293,308,202,74,82,114,123,108,42,-113,-200,-214,-226,-215,-105,13,82,77,29
35,79,103,90,90,103,114,129,171,237,265,171,57,-9,-78,-173,-199,-211,-229,-200
-133,-159,-236,-238,-173,-78,65,197,205,171,199,190,106,63,71,33,-49,-56,-17,39
0,-116,-106,-19,-28,-38,-23,-36,-51,48,250,344,347,359,342,301,177,42,37,34
19,-125,-329,-439,-416,-397,-516,-702,-797,-820,-868,-903,-920,-967,-996,-970,-931,-700,-299,-74
134,282,301,420,644,867,959,975,1150,1223,1026,992,981,869,907,889,725,625,477,101
-319,-653,-936,-1140,-1301,-1410,-1460,-1524,-1653,-1654,-1233,-754,-517,-211,199,614,1049,1295,1094,903
804,590,391,206,-5,-185,-328,-526,-644,-621,-488,-266,-114,-75,-119,-203,-182,-134,-16,176
272,225,135,69,255,313,96,133,500,783,975,1074,977,859,862,830,778,644,547,493
272,76,45,-16,-282,-737,-1021,-964,-868,-851,-785,-821,-830,-678,-653,-678,-586,-304,165,562
733,771,797,759,578,350,244,277,380,453,579,727,847,950,1044,1209,1390,1314,934,567
441,582,573,283,27,-263,-497,-629,-787,-932,-1048,-1143,-1116,-1047,-1034,-956,-817,-691,-534,-239
135,298,186,110,222,280,243,231,322,441,466,465,466,418,335,156,-82,-341,-581,-692
-618,-570,-487,-297,-243,-209,-153,-168,-165,-128,-161,-171,-94,70,238,219,116,111,231,229
72,-110,-156,-114,-129,-57,45,-65,-208,-258,-317,-425,-541,-561,-447,-296,-239,-228,-99,101
298,576,833,943,876,682,546,437,355,320,286,165,-41,-216,-295,-383,-511,-581,-622,-645
-592,-485,-405,-341,-238,-41,215,403,468,478,486,470,414,357,413,480,426,383,396,394
368,325,242,29,-226,-375,-468,-481,-426,-375,-304,-173,-64,22,96,106,107,149,239,322
406,406,333,270,176,9,-132,-210,-161,-34,71,176,209,222,208,164,95,-22,-48,-13
74,92,-20,-85,-82,-153,-207,-136,-93,-35,83,87,-31,-168,-277,-419,-544,-614,-662,-610
-534,-539,-486,-412,-373,-283,-141,-30,6,65,112,147,229,274,280,226,113,-9,-109,-176
-186,-218,-230,-154,-140,-118,-34,-131,-372,-530,-581,-490,-277,-11,162,274,365,385,469,539
592,592,446,336,192,21,-121,-230,-313,-373,-382,-348,-209,1,130,147,54,-82,-182,-200
-137,-130,-181,-170,-130,-128,-137,-99,-80,-31,51,123,225,332,377,332,284,218,121,51
35,-11,-26,11,67,74,41,-4,-22,40,150,273,408,535,618,536,413,373,393,369
317,299,209,81,-63,-168,-255,-294,-232,-182,-219,-358,-613,-832,-891,-750,-525,-420,-428,-382
-293,-212,-213,-225,-147,-63,20,47,108,308,500,603,707,813,780,669,430,254,316,461
493,388,332,289,214,14,-225,-413,-568,-507,-354,-360,-305,-192,-137,-143,-256,-378,-457,-448
-425,-444,-510,-493,-392,-447,-589,-577,-507,-485,-442,-362,-292,-219,-58,34,113,339,522,590
572,446,245,141,125,53,23,9,-56,-84,-76,73,173,202,297,369,265,-56,-344,-421
-409,-339,-224,-110,-34,121,235,115,77,178,341,521,591,584,578,553,414,241,177,86
70,26,-136,-268,-274,-90,31,-44,-47,95,237,271,302,526,750,743,713,764,775,736
734,666,424,123,-112,-214,-276,-417,-569,-573,-465,-423,-408,-369,-308,-385,-409,-310,-277,-228
-113,-95,-31,144,235,176,189,364,560,803,1034,1143,1115,1015,871,661,377,-13,-303,-426
-545,-583,-540,-592,-652,-630,-516,-334,-149,-24,-29,24,92,-51,-97,26,110,141,176,136
3,-141,-251,-277,-239,-186,-197,-203,-202,-300,-379,-466,-584,-698,-729,-551,-237,69,277,345
406,465,395,323,351,360,323,392,387,230,126,-1,-15,-8,-88,-150,-295,-497,-713,-879
-835,-670,-595,-563,-467,-366,-248,-130,-44,110,290,382,389,396,408,416,520,524,391,305
154,-10,-28,-59,-97,-60,-51,-173,-267,-236,-193,-178,-125,-33,-49,-148,-156,-89,-56,19
119,186,255,375,416,383,339,237,240,275,258,278,242,113,-38,-125,-124,-154,-211,-186
-100,-70,-91,-86,-31,34,69,107,66,-93,-185,-198,-207,-167,-143,-195,-220,-195,-127,9
103,178,255,168,32,-26,-82,-37,40,108,220,204,119,58,-42,-109,-88,-72,-190,-284
-374,-514,-525,-455,-330,-155,-5,101,182,302,355,318,291,337,418,445,387,364,303,168
80,-55,-182,-196,-132,-73,9,66,34,-70,-205,-350,-441,-497,-524,-470,-427,-450,-431,-381
-296,-156,-21,4,-53,-37,57,23,-88,-149,-106,-49,6,20,-61,-156,-186,-206,-278,-281
-212,-119,4,124,229,251,207,166,126,122,133,189,162,46,53,114,162,208,168,106
29,-48,-33,26,47,-22,-12,54,131,249,219,98,2,-209,-426,-517,-589,-684,-691,-668
-643,-529,-312,-147,-112,-60,88,315,626,843,866,780,670,564,524,640,728,724,697,606
446,239,38,-44,-25,26,39,16,-123,-294,-438,-571,-616,-652,-621,-464,-375,-328,-259,-143
-3,43,21,130,342,460,334,161,113,127,171,224,310,352,322,286,222,106,-19,-152
-220,-177,-116,-83,-74,-108,-177,-297,-311,-223,-207,-169,-21,80,62,47,58,60,33,-49
-59,-16,-143,-350,-451,-538,-406,-77,67,145,318,492,555,424,175,-72,-194,-63,52,62
69,-1,-68,-76,-136,-127,-67,-58,-61,26,93,57,97,222,441,525,421,345,286,166
6,-143,-201,-315,-439,-358,-234,-393,-510,-453,-364,-369,-453,-449,-277,-181,-221,-114,47,125
178,223,280,405,555,637,646,632,617,514,424,522,605,660,755,756,663,472,275,260
334,194,-132,-266,-292,-395,-405,-335,-375,-531,-627,-649,-651,-500,-284,-59,224,314,261,376
424,240,39,-138,-225,-209,-227,-294,-253,-127,-70,-41,-1,9,55,124,143,63,-46,-54
-9,165,416,626,817,863,839,859,843,770,667,574,559,508,504,487,258,-32,-247,-460
-644,-725,-770,-858,-851,-807,-829,-767,-604,-513,-426,-368,-339,-287,-240,-185,-133,26,206,322
443,576,624,571,371,203,193,155,66,-90,-246,-272,-274,-248,-237,-260,-250,-191,-175,-230
-225,-160,-135,-207,-213,-139,-21,51,-19,-27,67,25,37,98,85,202,400,426,283,108
-88,-224,-304,-394,-483,-498,-543,-641,-729,-744,-598,-426,-310,-187,-73,-39,-22,-8,-44,-103
-199,-242,-226,-203,-139,-61,47,164,249,234,163,117,140,148,138,180,248,349,353,295
178,100,226,382,353,224,228,332,363,261,120,2,-114,-176,-164,-218,-250,-151,-52,-8
-26,-84,-139,-107,1,134,272,325,311,293,256,264,251,126,-50,-71,-9,79,165,194
257,348,442,455,347,210,110,51,-21,-102,-140,-158,-154,-216,-312,-365,-379,-302,-252,-218
-108,-27,-1,5,23,-35,-77,-32,-56,-67,-20,33,46,96,171,251,329,270,147,96
110,109,161,214,91,-91,-168,-235,-328,-332,-360,-405,-405,-323,-299,-445,-664,-874,-1015,-1035
-986,-970,-906,-873,-882,-731,-438,-167,121,421,611,753,883,1052,1205,1254,1181,978,771,612
527,440,251,24,-82,-124,-187,-239,-364,-479,-486,-488,-512,-497,-384,-268,-278,-356,-382,-298
-247,-191,-116,-56,110,352,433,404,347,267,198,118,90,65,-28,-86,-133,-128,-87,-43
-49,-116,-219,-233,-8,11,-25,78,161,280,332,307,412,544,443,305,248,141,29,-87
-239,-445,-728,-811,-634,-625,-782,-937,-962,-609,-80,271,494,670,785,948,1086,1122,1172,1053
801,616,492,531,554,549,691,767,627,605,602,302,-82,-423,-645,-784,-1047,-1202,-983,-761
-888,-1131,-1072,-733,-346,-155,-40,321,648,761,926,1038,898,643,519,429,56,-347,-643,-897
-1027,-1041,-960,-784,-655,-545,-383,-169,88,184,14,-79,197,566,788,868,1082,1250,1194,921
583,326,138,1,-163,-394,-547,-572,-422,-217,-168,-171,-219,-258,-272,-362,-462,-456,-382,-280
-85,114,193,159,92,146,109,-118,-200,-150,-100,99,287,377,384,230,103,-93,-462,-739
-909,-1055,-1107,-1171,-1036,-732,-439,-69,398,805,1087,1212,1181,1282,1467,1538,1521,1505,1446,1224
935,576,168,-139,-352,-516,-650,-707,-725,-760,-777,-780,-846,-930,-898,-842,-761,-692,-634,-581
-459,-304,-7,371,585,615,633,824,1006,925,567,182,-1,48,321,612,732,756,707,568
305,59,-80,-207,-236,-221,-178,-190,-215,-182,-97,-98,-73,-53,-112,-147,-74,40,155,175
110,43,-80,-236,-378,-498,-419,-282,-299,-303,-239,-302,-449,-439,-377,-451,-518,-491,-430,-396
-306,-170,-146,-232,-270,-209,-260,-333,-340,-277,-178,-126,-148,-166,-140,-130,-42,55,63,14
37,88,109,125,160,241,329,347,353,343,292,198,89,72,96,94,-4,-137,-163,-151
-136,45,166,36,-49,-99,-192,-229,-159,-49,-42,-3,106,158,195,285,336,311,321,301
266,233,166,83,77,178,175,137,153,97,-18,-153,-196,-215,-279,-276,-185,-127,-92,9
95,97,43,-32,-138,-167,-105,-6,70,86,61,65,135,203,193,89,31,69,201,319
347,248,139,220,326,340,420,490,441,413,418,325,182,63,-11,-31,-38,-63,-116,-141
-187,-356,-601,-854,-1042,-1142,-1157,-1104,-1032,-905,-728,-553,-445,-331,-65,259,510,782,1058,1213
1173,1078,963,881,800,669,515,365,238,58,-7,0,-129,-301,-357,-400,-534,-675,-783,-857
-934,-962,-914,-1039,-1085,-932,-754,-431,-138,-26,-3,14,28,58,60,176,230,121,-2,-135
-161,-64,14,22,120,193,142,-33,-150,-71,-22,-26,8,69,127,159,269,348,360,372
385,332,116,-297,-696,-876,-901,-848,-810,-835,-732,-595,-389,-117,108,345,525,781,1193,1525
1682,1560,1261,1131,1116,1042,902,637,302,24,-148,-186,-143,-177,-456,-835,-1088,-1093,-1038,-948
-757,-589,-419,-167,85,236,440,660,839,1035,1116,1111,1196,1216,1090,905,817,748,640,464
217,-4,-283,-653,-964,-1153,-1314,-1576,-1691,-1634,-1323,-759,-399,-201,70,506,899,1053,1193,1390
1604,1642,1493,1284,1155,1050,905,625,267,-114,-368,-551,-812,-1095,-1194,-1170,-1097,-960,-1013,-942
-694,-527,-379,-273,-165,34,259,355,314,364,475,505,487,459,432,210,-69,-129,-105,-122
-142,-224,-307,-378,-434,-422,-500,-616,-568,-439,-301,-102,203,459,677,815,842,829,705,520
318,59,-114,-222,-297,-361,-430,-450,-390,-426,-476,-517,-566,-582,-631,-602,-501,-225,192,456
708,942,890,690,557,469,438,359,214,74,48,76,30,14,19,14,12,-47,-65,-79
-68,25,115,94,-15,-70,-61,-102,-239,-310,-283,-241,-143,-55,-70,-145,-96,-52,-91,-124
-100,-58,26,92,105,54,-98,-205,-153,-37,74,124,132,77,18,-12,-82,-149,-96,35
118,103,87,64,35,35,-47,-284,-508,-622,-673,-653,-602,-546,-400,-267,-171,53,282,365
374,424,505,581,627,643,600,589,533,361,203,86,-138,-328,-397,-467,-551,-561,-571,-564
-478,-325,-112,158,457,597,571,518,424,275,148,71,30,-3,-53,-6,68,40,-23,-105
-179,-208,-215,-151,-12,55,59,107,145,-11,-147,-262,-387,-465,-526,-501,-460,-461,-425,-406
-443,-373,-218,-138,-140,-106,-5,124,185,139,24,-99,-121,-45,-28,-35,83,243,352,391
478,592,644,621,639,591,515,419,323,217,46,-117,-283,-426,-542,-625,-648,-625,-609,-623

